TERM,QUARTER,PERCENTILE,SAT,1st_Spring,2nd_Fall
200708,1st Quarter,89,1190,Y,Y
200708,Top 10%,90,1190,N,N
200708,Top 10%,92,1190,Y,Y
200708,Top 10%,95,1190,N,N
200708,Top 10%,97,1190,Y,Y
200708,3rd Quarter,46,1200,Y,Y
200708,2nd Quarter,61,1200,Y,Y
200708,2nd Quarter,73,1200,Y,Y
200708,1st Quarter,82,1200,Y,Y
200708,2nd Quarter,74,1210,Y,Y
200708,2nd Quarter,75,1210,Y,Y
200708,1st Quarter,76,1210,Y,Y
200708,1st Quarter,78,1210,Y,Y
200708,1st Quarter,83,1210,Y,Y
200708,Top 10%,90,1210,Y,Y
200708,Top 10%,98,1210,Y,Y
200708,3rd Quarter,48,1220,Y,N
200708,3rd Quarter,49,1220,Y,Y
200708,2nd Quarter,67,1220,Y,N
200708,2nd Quarter,75,1220,Y,Y
200708,1st Quarter,78,1220,Y,Y
200708,1st Quarter,87,1220,Y,N
200708,Top 10%,97,1220,Y,Y
200708,Top 10%,97,1220,Y,Y
200708,Top 10%,97,1220,Y,Y
200708,Top 10%,99,1220,Y,Y
200708,4th Quarter,20,1230,Y,Y
200708,2nd Quarter,57,1230,Y,Y
200708,1st Quarter,78,1230,Y,Y
200708,1st Quarter,80,1230,Y,Y
200708,1st Quarter,87,1230,Y,Y
200708,Top 10%,92,1230,N,N
200708,3rd Quarter,42,1240,Y,Y
200708,2nd Quarter,72,1240,Y,Y
200708,2nd Quarter,75,1240,Y,Y
200708,1st Quarter,86,1240,Y,Y
200708,4th Quarter,17,1250,N,N
200708,1st Quarter,82,1250,Y,Y
200708,1st Quarter,87,1250,Y,N
200708,Top 10%,90,1250,Y,Y
200708,Top 10%,93,1250,Y,Y
200708,Top 10%,97,1250,N,N
200708,Top 10%,99,1250,Y,N
200708,3rd Quarter,33,1260,N,N
200708,2nd Quarter,61,1260,Y,Y
200708,1st Quarter,76,1260,N,N
200708,1st Quarter,88,1260,Y,Y
200708,Top 10%,90,1260,Y,Y
200708,Top 10%,95,1260,Y,Y
200708,2nd Quarter,73,1270,Y,Y
200708,Top 10%,99,1290,Y,N
200708,1st Quarter,88,1300,Y,N
200708,Top 10%,97,1300,Y,Y
200708,2nd Quarter,66,1310,Y,Y
200708,1st Quarter,83,1310,Y,Y
200708,Top 10%,100,1310,Y,Y
200708,1st Quarter,77,1320,Y,Y
200708,Top 10%,97,1320,Y,N
200708,Top 10%,95,1400,Y,N
200708,Top 10%,93,1410,N,N
200708,Top 10%,96,1430,Y,Y
200808,3rd Quarter,50,480,Y,Y
200808,3rd Quarter,49,620,N,N
200808,3rd Quarter,50,620,Y,Y
200808,2nd Quarter,60,640,Y,Y
200808,2nd Quarter,62,670,N,N
200808,3rd Quarter,48,690,Y,N
200808,3rd Quarter,48,690,Y,Y
200808,3rd Quarter,48,690,Y,Y
200808,2nd Quarter,56,690,N,Y
200808,2nd Quarter,63,690,Y,Y
200808,2nd Quarter,67,700,Y,Y
200808,3rd Quarter,50,710,Y,Y
200808,2nd Quarter,54,710,Y,Y
200808,2nd Quarter,59,710,Y,Y
200808,2nd Quarter,64,710,Y,N
200808,2nd Quarter,68,710,Y,N
200808,3rd Quarter,44,720,Y,Y
200808,2nd Quarter,59,720,Y,N
200808,2nd Quarter,63,720,Y,Y
200808,2nd Quarter,68,720,N,N
200808,2nd Quarter,55,730,Y,Y
200808,2nd Quarter,55,730,Y,Y
200808,2nd Quarter,58,730,N,N
200808,2nd Quarter,64,730,N,N
200808,2nd Quarter,70,730,Y,N
200808,2nd Quarter,72,730,Y,Y
200808,3rd Quarter,50,740,Y,N
200808,2nd Quarter,53,740,Y,Y
200808,2nd Quarter,56,740,Y,Y
200808,2nd Quarter,66,740,Y,Y
200808,2nd Quarter,67,740,Y,Y
200808,2nd Quarter,68,740,Y,Y
200808,2nd Quarter,68,740,Y,Y
200808,2nd Quarter,70,740,N,N
200808,2nd Quarter,71,740,Y,Y
200808,2nd Quarter,74,740,Y,Y
200808,2nd Quarter,75,740,Y,Y
200808,1st Quarter,76,740,Y,Y
200808,1st Quarter,83,740,Y,N
200808,3rd Quarter,26,750,Y,Y
200808,2nd Quarter,52,750,Y,Y
200808,2nd Quarter,74,750,N,N
200808,2nd Quarter,75,750,Y,Y
200808,3rd Quarter,48,760,Y,Y
200808,3rd Quarter,48,770,N,N
200808,2nd Quarter,51,770,Y,Y
200808,2nd Quarter,53,770,Y,Y
200808,2nd Quarter,55,770,Y,N
200808,2nd Quarter,58,770,Y,Y
200808,2nd Quarter,58,770,Y,Y
200808,2nd Quarter,61,770,Y,Y
200808,2nd Quarter,73,770,Y,Y
200808,1st Quarter,76,770,Y,N
200808,1st Quarter,83,770,Y,Y
200808,3rd Quarter,28,780,Y,Y
200808,2nd Quarter,58,780,Y,Y
200808,2nd Quarter,64,780,Y,Y
200808,2nd Quarter,67,780,Y,Y
200808,2nd Quarter,68,780,Y,Y
200808,2nd Quarter,75,780,N,Y
200808,1st Quarter,76,780,Y,Y
200808,Top 10%,94,780,Y,N
200808,3rd Quarter,35,790,Y,Y
200808,3rd Quarter,49,790,Y,N
200808,3rd Quarter,50,790,Y,Y
200808,3rd Quarter,50,790,N,N
200808,2nd Quarter,54,790,N,N
200808,2nd Quarter,55,790,Y,Y
200808,2nd Quarter,56,790,Y,Y
200808,2nd Quarter,57,790,Y,Y
200808,2nd Quarter,58,790,N,N
200808,2nd Quarter,58,790,Y,Y
200808,2nd Quarter,59,790,Y,Y
200808,2nd Quarter,63,790,N,N
200808,2nd Quarter,63,790,Y,N
200808,2nd Quarter,64,790,Y,Y
200808,2nd Quarter,64,790,Y,Y
200808,2nd Quarter,65,790,Y,Y
200808,2nd Quarter,67,790,Y,Y
200808,2nd Quarter,67,790,Y,Y
200808,2nd Quarter,71,790,Y,Y
200808,2nd Quarter,71,790,Y,N
200808,3rd Quarter,44,800,Y,N
200808,3rd Quarter,50,800,Y,N
200808,2nd Quarter,54,800,Y,N
200808,2nd Quarter,55,800,Y,N
200808,2nd Quarter,55,800,Y,N
200808,2nd Quarter,56,800,Y,Y
200808,2nd Quarter,59,800,Y,Y
200808,2nd Quarter,60,800,Y,Y
200808,2nd Quarter,64,800,Y,Y
200808,2nd Quarter,64,800,N,N
200808,2nd Quarter,64,800,N,N
200808,2nd Quarter,70,800,N,N
200808,2nd Quarter,72,800,Y,Y
200808,2nd Quarter,74,800,Y,Y
200808,2nd Quarter,74,800,Y,Y
200808,1st Quarter,76,800,Y,Y
200808,2nd Quarter,55,810,Y,Y
200808,2nd Quarter,58,810,Y,Y
200808,2nd Quarter,60,810,N,N
200808,2nd Quarter,63,810,Y,Y
200808,2nd Quarter,64,810,Y,Y
200808,2nd Quarter,65,810,Y,N
200808,2nd Quarter,66,810,Y,Y
200808,2nd Quarter,67,810,Y,Y
200808,2nd Quarter,69,810,Y,N
200808,2nd Quarter,72,810,Y,N
200808,1st Quarter,85,810,Y,Y
200808,1st Quarter,89,810,Y,Y
200808,2nd Quarter,54,820,Y,Y
200808,2nd Quarter,55,820,Y,Y
200808,2nd Quarter,57,820,Y,Y
200808,2nd Quarter,59,820,Y,N
200808,2nd Quarter,60,820,Y,N
200808,2nd Quarter,61,820,Y,Y
200808,2nd Quarter,62,820,Y,Y
200808,2nd Quarter,69,820,Y,Y
200808,2nd Quarter,72,820,Y,Y
200808,2nd Quarter,74,820,Y,Y
200808,1st Quarter,76,820,N,N
200808,1st Quarter,76,820,Y,Y
200808,1st Quarter,78,820,Y,Y
200808,1st Quarter,79,820,Y,N
200808,1st Quarter,80,820,Y,Y
200808,3rd Quarter,40,830,Y,Y
200808,3rd Quarter,43,830,Y,Y
200808,3rd Quarter,46,830,Y,Y
200808,3rd Quarter,49,830,Y,N
200808,3rd Quarter,50,830,Y,Y
200808,3rd Quarter,50,830,Y,Y
200808,3rd Quarter,50,830,Y,Y
200808,2nd Quarter,51,830,Y,Y
200808,2nd Quarter,52,830,Y,Y
200808,2nd Quarter,55,830,Y,Y
200808,2nd Quarter,55,830,Y,N
200808,2nd Quarter,55,830,Y,N
200808,2nd Quarter,57,830,Y,Y
200808,2nd Quarter,58,830,Y,Y
200808,2nd Quarter,58,830,Y,Y
200808,2nd Quarter,59,830,Y,Y
200808,2nd Quarter,59,830,Y,Y
200808,2nd Quarter,60,830,Y,Y
200808,2nd Quarter,61,830,Y,Y
200808,2nd Quarter,62,830,Y,N
200808,2nd Quarter,63,830,Y,Y
200808,2nd Quarter,65,830,Y,N
200808,2nd Quarter,65,830,Y,N
200808,2nd Quarter,71,830,Y,Y
200808,2nd Quarter,74,830,Y,Y
200808,1st Quarter,76,830,Y,Y
200808,1st Quarter,78,830,Y,N
200808,1st Quarter,78,830,N,N
200808,1st Quarter,80,830,Y,Y
200808,1st Quarter,80,830,Y,N
200808,1st Quarter,84,830,Y,Y
200808,1st Quarter,84,830,N,N
200808,Top 10%,96,830,Y,N
200808,2nd Quarter,53,840,Y,N
200808,2nd Quarter,53,840,N,N
200808,2nd Quarter,54,840,Y,N
200808,2nd Quarter,61,840,Y,Y
200808,2nd Quarter,62,840,Y,Y
200808,2nd Quarter,64,840,Y,Y
200808,2nd Quarter,65,840,Y,Y
200808,2nd Quarter,68,840,Y,Y
200808,2nd Quarter,69,840,N,N
200808,2nd Quarter,70,840,Y,Y
200808,1st Quarter,78,840,Y,Y
200808,1st Quarter,79,840,Y,Y
200808,1st Quarter,80,840,Y,N
200808,1st Quarter,87,840,N,N
200808,Top 10%,91,840,Y,Y
200808,3rd Quarter,45,850,Y,Y
200808,2nd Quarter,51,850,N,N
200808,2nd Quarter,52,850,Y,N
200808,2nd Quarter,53,850,Y,Y
200808,2nd Quarter,55,850,N,N
200808,2nd Quarter,56,850,Y,Y
200808,2nd Quarter,59,850,Y,Y
200808,2nd Quarter,61,850,Y,N
200808,2nd Quarter,62,850,Y,Y
200808,2nd Quarter,63,850,N,N
200808,2nd Quarter,72,850,N,Y
200808,2nd Quarter,74,850,Y,Y
200808,2nd Quarter,75,850,Y,Y
200808,3rd Quarter,39,860,Y,Y
200808,2nd Quarter,56,860,Y,Y
200808,2nd Quarter,56,860,Y,Y
200808,2nd Quarter,58,860,Y,Y
200808,2nd Quarter,58,860,Y,Y
200808,2nd Quarter,59,860,Y,Y
200808,2nd Quarter,59,860,Y,Y
200808,2nd Quarter,60,860,N,N
200808,2nd Quarter,60,860,N,N
200808,2nd Quarter,69,860,N,N
200808,2nd Quarter,70,860,Y,N
200808,2nd Quarter,75,860,Y,Y
200808,1st Quarter,78,860,Y,N
200808,1st Quarter,78,860,Y,Y
200808,1st Quarter,79,860,Y,Y
200808,1st Quarter,80,860,Y,Y
200808,1st Quarter,80,860,Y,Y
200808,1st Quarter,87,860,Y,Y
200808,Top 10%,91,860,Y,N
200808,3rd Quarter,49,870,N,N
200808,2nd Quarter,55,870,N,N
200808,2nd Quarter,56,870,Y,Y
200808,2nd Quarter,56,870,Y,Y
200808,2nd Quarter,57,870,Y,Y
200808,2nd Quarter,57,870,Y,Y
200808,2nd Quarter,58,870,Y,Y
200808,2nd Quarter,58,870,Y,Y
200808,2nd Quarter,58,870,Y,N
200808,2nd Quarter,59,870,Y,Y
200808,2nd Quarter,60,870,Y,Y
200808,2nd Quarter,60,870,Y,Y
200808,2nd Quarter,60,870,Y,Y
200808,2nd Quarter,62,870,Y,Y
200808,2nd Quarter,62,870,Y,Y
200808,2nd Quarter,63,870,N,N
200808,2nd Quarter,63,870,Y,Y
200808,2nd Quarter,64,870,Y,Y
200808,2nd Quarter,64,870,Y,N
200808,2nd Quarter,64,870,Y,N
200808,2nd Quarter,64,870,Y,Y
200808,2nd Quarter,65,870,N,N
200808,2nd Quarter,65,870,N,N
200808,2nd Quarter,66,870,Y,Y
200808,2nd Quarter,67,870,Y,Y
200808,2nd Quarter,67,870,Y,Y
200808,2nd Quarter,67,870,N,N
200808,2nd Quarter,70,870,Y,N
200808,2nd Quarter,71,870,N,N
200808,2nd Quarter,71,870,Y,N
200808,2nd Quarter,72,870,N,N
200808,2nd Quarter,72,870,Y,Y
200808,1st Quarter,76,870,Y,Y
200808,1st Quarter,76,870,Y,Y
200808,1st Quarter,76,870,N,N
200808,1st Quarter,80,870,Y,Y
200808,1st Quarter,82,870,Y,Y
200808,1st Quarter,88,870,Y,Y
200808,Top 10%,91,870,Y,Y
200808,Top 10%,92,870,Y,N
200808,3rd Quarter,28,880,N,N
200808,3rd Quarter,48,880,Y,Y
200808,3rd Quarter,50,880,Y,Y
200808,2nd Quarter,52,880,Y,N
200808,2nd Quarter,57,880,Y,Y
200808,2nd Quarter,59,880,Y,Y
200808,2nd Quarter,60,880,Y,N
200808,2nd Quarter,60,880,Y,N
200808,2nd Quarter,63,880,Y,Y
200808,2nd Quarter,65,880,Y,Y
200808,2nd Quarter,66,880,N,N
200808,2nd Quarter,67,880,Y,Y
200808,2nd Quarter,68,880,Y,Y
200808,2nd Quarter,70,880,Y,Y
200808,2nd Quarter,73,880,Y,N
200808,2nd Quarter,74,880,Y,Y
200808,1st Quarter,79,880,Y,Y
200808,1st Quarter,81,880,Y,Y
200808,3rd Quarter,46,890,Y,Y
200808,3rd Quarter,50,890,N,N
200808,2nd Quarter,54,890,Y,N
200808,2nd Quarter,55,890,N,Y
200808,2nd Quarter,55,890,Y,Y
200808,2nd Quarter,59,890,Y,Y
200808,2nd Quarter,59,890,Y,Y
200808,2nd Quarter,59,890,Y,Y
200808,2nd Quarter,61,890,N,N
200808,2nd Quarter,62,890,Y,Y
200808,2nd Quarter,62,890,Y,Y
200808,2nd Quarter,64,890,Y,N
200808,2nd Quarter,66,890,Y,Y
200808,2nd Quarter,67,890,Y,Y
200808,2nd Quarter,68,890,Y,N
200808,2nd Quarter,72,890,Y,Y
200808,2nd Quarter,75,890,Y,Y
200808,1st Quarter,78,890,Y,N
200808,1st Quarter,79,890,Y,Y
200808,1st Quarter,81,890,Y,Y
200808,3rd Quarter,33,900,Y,Y
200808,3rd Quarter,36,900,Y,Y
200808,3rd Quarter,48,900,Y,N
200808,3rd Quarter,50,900,Y,N
200808,2nd Quarter,56,900,Y,N
200808,2nd Quarter,56,900,N,N
200808,2nd Quarter,57,900,Y,Y
200808,2nd Quarter,59,900,Y,Y
200808,2nd Quarter,60,900,Y,Y
200808,2nd Quarter,60,900,Y,Y
200808,2nd Quarter,61,900,Y,Y
200808,2nd Quarter,62,900,Y,Y
200808,2nd Quarter,63,900,Y,Y
200808,2nd Quarter,63,900,Y,Y
200808,2nd Quarter,69,900,N,N
200808,2nd Quarter,72,900,Y,N
200808,1st Quarter,83,900,Y,N
200808,1st Quarter,85,900,Y,Y
200808,3rd Quarter,40,910,Y,N
200808,3rd Quarter,46,910,Y,Y
200808,3rd Quarter,47,910,N,N
200808,3rd Quarter,48,910,Y,Y
200808,3rd Quarter,49,910,Y,Y
200808,2nd Quarter,51,910,Y,Y
200808,2nd Quarter,51,910,Y,N
200808,2nd Quarter,53,910,Y,Y
200808,2nd Quarter,54,910,N,N
200808,2nd Quarter,54,910,Y,N
200808,2nd Quarter,55,910,N,N
200808,2nd Quarter,55,910,Y,Y
200808,2nd Quarter,56,910,Y,Y
200808,2nd Quarter,58,910,Y,Y
200808,2nd Quarter,58,910,Y,Y
200808,2nd Quarter,60,910,Y,Y
200808,2nd Quarter,60,910,Y,N
200808,2nd Quarter,61,910,Y,Y
200808,2nd Quarter,62,910,Y,N
200808,2nd Quarter,62,910,Y,Y
200808,2nd Quarter,63,910,Y,Y
200808,2nd Quarter,64,910,Y,Y
200808,2nd Quarter,64,910,Y,Y
200808,2nd Quarter,64,910,N,N
200808,2nd Quarter,65,910,N,N
200808,2nd Quarter,67,910,Y,Y
200808,2nd Quarter,67,910,Y,Y
200808,2nd Quarter,67,910,Y,N
200808,2nd Quarter,69,910,Y,Y
200808,2nd Quarter,70,910,Y,Y
200808,2nd Quarter,70,910,Y,Y
200808,2nd Quarter,71,910,Y,Y
200808,2nd Quarter,71,910,Y,N
200808,2nd Quarter,72,910,N,N
200808,2nd Quarter,72,910,N,Y
200808,1st Quarter,77,910,N,N
200808,1st Quarter,79,910,Y,N
200808,1st Quarter,80,910,N,N
200808,1st Quarter,81,910,Y,Y
200808,1st Quarter,82,910,Y,Y
200808,1st Quarter,82,910,Y,Y
200808,1st Quarter,82,910,Y,Y
200808,1st Quarter,83,910,Y,Y
200808,1st Quarter,86,910,Y,Y
200808,1st Quarter,88,910,Y,Y
200808,3rd Quarter,43,920,Y,Y
200808,3rd Quarter,50,920,Y,N
200808,2nd Quarter,55,920,Y,N
200808,2nd Quarter,61,920,Y,Y
200808,2nd Quarter,67,920,Y,Y
200808,2nd Quarter,69,920,Y,Y
200808,2nd Quarter,74,920,Y,Y
200808,1st Quarter,76,920,Y,Y
200808,1st Quarter,77,920,Y,N
200808,1st Quarter,77,920,Y,Y
200808,1st Quarter,78,920,N,Y
200808,1st Quarter,88,920,Y,N
200808,3rd Quarter,29,930,N,N
200808,3rd Quarter,32,930,N,N
200808,3rd Quarter,38,930,Y,Y
200808,3rd Quarter,38,930,Y,Y
200808,3rd Quarter,43,930,Y,Y
200808,3rd Quarter,47,930,Y,Y
200808,3rd Quarter,48,930,Y,Y
200808,3rd Quarter,50,930,Y,Y
200808,2nd Quarter,60,930,N,N
200808,2nd Quarter,61,930,Y,N
200808,2nd Quarter,64,930,Y,Y
200808,2nd Quarter,64,930,Y,Y
200808,2nd Quarter,65,930,Y,Y
200808,2nd Quarter,65,930,Y,Y
200808,2nd Quarter,67,930,Y,N
200808,2nd Quarter,71,930,Y,N
200808,2nd Quarter,74,930,Y,Y
200808,1st Quarter,77,930,Y,Y
200808,1st Quarter,79,930,Y,Y
200808,1st Quarter,79,930,N,N
200808,1st Quarter,79,930,Y,N
200808,1st Quarter,82,930,Y,Y
200808,1st Quarter,85,930,Y,Y
200808,1st Quarter,88,930,Y,Y
200808,1st Quarter,89,930,Y,Y
200808,Top 10%,93,930,Y,Y
200808,Top 10%,96,930,Y,N
200808,Top 10%,98,930,Y,Y
200808,3rd Quarter,26,940,N,Y
200808,3rd Quarter,32,940,Y,Y
200808,3rd Quarter,35,940,Y,N
200808,3rd Quarter,37,940,Y,N
200808,3rd Quarter,38,940,Y,Y
200808,3rd Quarter,44,940,Y,Y
200808,3rd Quarter,45,940,Y,N
200808,3rd Quarter,45,940,Y,Y
200808,3rd Quarter,49,940,Y,Y
200808,2nd Quarter,52,940,Y,Y
200808,2nd Quarter,57,940,Y,Y
200808,2nd Quarter,57,940,Y,Y
200808,2nd Quarter,57,940,Y,Y
200808,2nd Quarter,58,940,Y,Y
200808,2nd Quarter,59,940,Y,N
200808,2nd Quarter,59,940,Y,Y
200808,2nd Quarter,61,940,Y,Y
200808,2nd Quarter,62,940,N,N
200808,2nd Quarter,63,940,Y,N
200808,2nd Quarter,65,940,Y,Y
200808,2nd Quarter,67,940,N,N
200808,2nd Quarter,68,940,Y,Y
200808,2nd Quarter,71,940,N,N
200808,2nd Quarter,74,940,Y,N
200808,1st Quarter,77,940,Y,Y
200808,1st Quarter,77,940,Y,Y
200808,1st Quarter,78,940,Y,Y
200808,1st Quarter,78,940,Y,N
200808,1st Quarter,79,940,Y,N
200808,1st Quarter,80,940,Y,Y
200808,1st Quarter,82,940,Y,Y
200808,1st Quarter,83,940,N,N
200808,1st Quarter,83,940,Y,Y
200808,1st Quarter,84,940,Y,Y
200808,1st Quarter,85,940,Y,Y
200808,1st Quarter,86,940,Y,Y
200808,1st Quarter,87,940,Y,Y
200808,1st Quarter,87,940,Y,Y
200808,1st Quarter,88,940,Y,Y
200808,Top 10%,90,940,Y,Y
200808,Top 10%,91,940,Y,Y
200808,Top 10%,95,940,Y,Y
200808,4th Quarter,23,950,Y,Y
200808,4th Quarter,23,950,Y,Y
200808,4th Quarter,25,950,N,N
200808,3rd Quarter,30,950,Y,N
200808,3rd Quarter,35,950,Y,N
200808,3rd Quarter,36,950,Y,Y
200808,3rd Quarter,37,950,Y,Y
200808,3rd Quarter,37,950,Y,Y
200808,3rd Quarter,38,950,Y,N
200808,3rd Quarter,38,950,Y,Y
200808,3rd Quarter,39,950,N,N
200808,3rd Quarter,40,950,N,N
200808,3rd Quarter,43,950,Y,Y
200808,3rd Quarter,45,950,Y,N
200808,3rd Quarter,45,950,Y,Y
200808,3rd Quarter,45,950,Y,Y
200808,3rd Quarter,45,950,Y,N
200808,3rd Quarter,46,950,Y,Y
200808,3rd Quarter,47,950,Y,N
200808,3rd Quarter,48,950,Y,N
200808,3rd Quarter,49,950,Y,Y
200808,3rd Quarter,50,950,Y,Y
200808,3rd Quarter,50,950,N,N
200808,2nd Quarter,51,950,N,N
200808,2nd Quarter,52,950,N,N
200808,2nd Quarter,52,950,Y,Y
200808,2nd Quarter,52,950,Y,Y
200808,2nd Quarter,53,950,Y,Y
200808,2nd Quarter,54,950,Y,Y
200808,2nd Quarter,57,950,N,N
200808,2nd Quarter,58,950,Y,Y
200808,2nd Quarter,58,950,Y,Y
200808,2nd Quarter,59,950,N,N
200808,2nd Quarter,59,950,Y,N
200808,2nd Quarter,59,950,Y,Y
200808,2nd Quarter,59,950,Y,N
200808,2nd Quarter,59,950,Y,N
200808,2nd Quarter,61,950,Y,Y
200808,2nd Quarter,61,950,Y,Y
200808,2nd Quarter,61,950,Y,N
200808,2nd Quarter,61,950,Y,Y
200808,2nd Quarter,63,950,Y,Y
200808,2nd Quarter,63,950,Y,N
200808,2nd Quarter,64,950,Y,Y
200808,2nd Quarter,64,950,N,N
200808,2nd Quarter,65,950,Y,Y
200808,2nd Quarter,65,950,Y,Y
200808,2nd Quarter,65,950,Y,Y
200808,2nd Quarter,66,950,Y,Y
200808,2nd Quarter,66,950,Y,Y
200808,2nd Quarter,67,950,Y,Y
200808,2nd Quarter,67,950,N,N
200808,2nd Quarter,67,950,Y,Y
200808,2nd Quarter,67,950,Y,N
200808,2nd Quarter,68,950,N,N
200808,2nd Quarter,69,950,N,N
200808,2nd Quarter,69,950,Y,N
200808,2nd Quarter,71,950,Y,N
200808,2nd Quarter,71,950,Y,N
200808,2nd Quarter,71,950,Y,Y
200808,2nd Quarter,72,950,N,N
200808,2nd Quarter,73,950,Y,Y
200808,2nd Quarter,75,950,Y,Y
200808,2nd Quarter,75,950,Y,Y
200808,1st Quarter,76,950,Y,Y
200808,1st Quarter,76,950,Y,Y
200808,1st Quarter,77,950,N,Y
200808,1st Quarter,77,950,Y,Y
200808,1st Quarter,78,950,N,Y
200808,1st Quarter,78,950,Y,Y
200808,1st Quarter,78,950,Y,Y
200808,1st Quarter,81,950,Y,Y
200808,1st Quarter,81,950,Y,Y
200808,1st Quarter,81,950,Y,Y
200808,1st Quarter,82,950,Y,Y
200808,1st Quarter,83,950,N,N
200808,1st Quarter,85,950,Y,Y
200808,1st Quarter,85,950,Y,Y
200808,1st Quarter,87,950,Y,Y
200808,1st Quarter,89,950,Y,N
200808,1st Quarter,89,950,Y,Y
200808,1st Quarter,89,950,Y,N
200808,1st Quarter,89,950,Y,Y
200808,Top 10%,90,950,Y,Y
200808,Top 10%,91,950,N,N
200808,Top 10%,91,950,Y,N
200808,3rd Quarter,33,960,Y,N
200808,3rd Quarter,45,960,Y,N
200808,3rd Quarter,47,960,Y,Y
200808,3rd Quarter,50,960,Y,Y
200808,2nd Quarter,53,960,N,N
200808,2nd Quarter,55,960,Y,Y
200808,2nd Quarter,57,960,Y,N
200808,2nd Quarter,60,960,Y,Y
200808,2nd Quarter,61,960,N,N
200808,2nd Quarter,62,960,Y,Y
200808,2nd Quarter,63,960,Y,Y
200808,2nd Quarter,73,960,Y,Y
200808,1st Quarter,76,960,Y,Y
200808,1st Quarter,77,960,Y,Y
200808,1st Quarter,78,960,Y,N
200808,1st Quarter,78,960,Y,Y
200808,1st Quarter,78,960,Y,N
200808,1st Quarter,82,960,Y,Y
200808,1st Quarter,83,960,Y,N
200808,1st Quarter,87,960,Y,Y
200808,1st Quarter,87,960,Y,Y
200808,1st Quarter,87,960,Y,Y
200808,1st Quarter,88,960,Y,Y
200808,Top 10%,90,960,Y,Y
200808,Top 10%,90,960,Y,Y
200808,Top 10%,91,960,Y,Y
200808,3rd Quarter,33,970,Y,Y
200808,3rd Quarter,37,970,N,N
200808,3rd Quarter,49,970,Y,Y
200808,2nd Quarter,56,970,Y,Y
200808,2nd Quarter,59,970,N,N
200808,2nd Quarter,63,970,Y,Y
200808,2nd Quarter,66,970,Y,Y
200808,2nd Quarter,66,970,Y,Y
200808,2nd Quarter,68,970,Y,N
200808,2nd Quarter,70,970,Y,N
200808,2nd Quarter,70,970,Y,Y
200808,2nd Quarter,71,970,Y,N
200808,2nd Quarter,75,970,Y,Y
200808,1st Quarter,80,970,Y,Y
200808,1st Quarter,84,970,Y,Y
200808,1st Quarter,85,970,Y,Y
200808,1st Quarter,86,970,Y,Y
200808,1st Quarter,88,970,Y,Y
200808,1st Quarter,88,970,Y,N
200808,1st Quarter,89,970,Y,Y
200808,Top 10%,95,970,Y,Y
200808,3rd Quarter,45,980,Y,N
200808,3rd Quarter,45,980,Y,N
200808,3rd Quarter,47,980,Y,Y
200808,3rd Quarter,48,980,Y,Y
200808,3rd Quarter,50,980,Y,Y
200808,2nd Quarter,52,980,Y,Y
200808,2nd Quarter,57,980,Y,Y
200808,2nd Quarter,58,980,N,N
200808,2nd Quarter,58,980,Y,N
200808,2nd Quarter,61,980,Y,N
200808,2nd Quarter,64,980,N,N
200808,2nd Quarter,64,980,Y,N
200808,2nd Quarter,67,980,Y,Y
200808,2nd Quarter,70,980,Y,Y
200808,2nd Quarter,71,980,Y,Y
200808,2nd Quarter,72,980,Y,Y
200808,1st Quarter,76,980,N,N
200808,1st Quarter,81,980,Y,Y
200808,1st Quarter,84,980,Y,Y
200808,1st Quarter,84,980,Y,Y
200808,1st Quarter,84,980,Y,Y
200808,1st Quarter,87,980,Y,Y
200808,Top 10%,90,980,Y,Y
200808,3rd Quarter,30,990,N,N
200808,3rd Quarter,31,990,Y,Y
200808,3rd Quarter,36,990,Y,N
200808,3rd Quarter,37,990,Y,Y
200808,3rd Quarter,39,990,Y,Y
200808,3rd Quarter,39,990,Y,Y
200808,3rd Quarter,40,990,Y,Y
200808,3rd Quarter,44,990,N,N
200808,3rd Quarter,46,990,Y,Y
200808,3rd Quarter,48,990,N,N
200808,2nd Quarter,54,990,N,Y
200808,2nd Quarter,56,990,Y,Y
200808,2nd Quarter,56,990,Y,Y
200808,2nd Quarter,56,990,Y,N
200808,2nd Quarter,58,990,Y,Y
200808,2nd Quarter,59,990,Y,Y
200808,2nd Quarter,59,990,Y,Y
200808,2nd Quarter,60,990,Y,Y
200808,2nd Quarter,61,990,Y,Y
200808,2nd Quarter,61,990,Y,N
200808,2nd Quarter,62,990,Y,Y
200808,2nd Quarter,62,990,Y,Y
200808,2nd Quarter,62,990,Y,Y
200808,2nd Quarter,62,990,Y,Y
200808,2nd Quarter,63,990,Y,Y
200808,2nd Quarter,63,990,Y,Y
200808,2nd Quarter,64,990,Y,Y
200808,2nd Quarter,66,990,N,N
200808,2nd Quarter,69,990,Y,Y
200808,2nd Quarter,69,990,Y,N
200808,2nd Quarter,69,990,Y,Y
200808,2nd Quarter,71,990,N,Y
200808,2nd Quarter,71,990,Y,N
200808,2nd Quarter,73,990,Y,Y
200808,2nd Quarter,73,990,Y,N
200808,2nd Quarter,73,990,Y,Y
200808,2nd Quarter,75,990,Y,Y
200808,2nd Quarter,75,990,N,N
200808,2nd Quarter,75,990,Y,Y
200808,1st Quarter,76,990,Y,Y
200808,1st Quarter,76,990,Y,Y
200808,1st Quarter,76,990,Y,Y
200808,1st Quarter,76,990,Y,Y
200808,1st Quarter,76,990,Y,Y
